Date,Source,Headline,Sentiment,Sentiment Score,Label,Link
2024-09-02,ambcrypto,Assessing U.S. SEC’s latest move against FTX: Crypto regulation goes too far?,Negative,0.3378,2 stars,https://ambcrypto.com/assessing-us-secs-latest-move-against-ftx-crypto-regulation-goes-too-far/
2024-09-02,ambcrypto,Ethereum whales buy $19M in ETH – Bullish sign?,Negative,0.493,1 stars,https://ambcrypto.com/ethereum-whales-buy-19-mln-in-eth-bullish-sign/
2024-09-02,ambcrypto,Solana tops DEX transactions in August – Impact on SOL?,Negative,0.267,3 stars,https://ambcrypto.com/solana-tops-dex-transactions-in-august-impact-on-sol/
2024-09-02,ambcrypto,XRP bulls plot short-term reversal – Will Bitcoin ruin their plans?,Negative,0.3059,2 stars,https://ambcrypto.com/xrp-bulls-plot-short-term-reversal-will-bitcoin-ruin-their-plans/
2024-09-02,ambcrypto,Nigeria’s first digital exchange license approved: ‘Historical moment’,Negative,0.2573,3 stars,https://ambcrypto.com/nigerias-first-digital-exchange-license-approved-historical-moment/
2024-09-03,Bitcoin.com News,SBI VC Trade and Metaplanet Team Up for Advanced Bitcoin Trading Solutions,Negative,0.3853,4 stars,https://news.bitcoin.com/sbi-vc-trade-and-metaplanet-team-up-for-advanced-bitcoin-trading-solutions/
2024-09-03,Bitcoin.com News,USDE Drops to 5th Place Among Stablecoins as FDUSD Jumps Ahead,Negative,0.3332,1 stars,https://news.bitcoin.com/usde-drops-to-5th-place-among-stablecoins-as-fdusd-jumps-ahead/
2024-09-02,Bitcoin.com News,Coinbase Legal Chief Criticizes SEC’s Vague Position on FTX Plan — Says Investors Deserve ‘Way Better’,Negative,0.3934,1 stars,https://news.bitcoin.com/coinbase-legal-chief-criticizes-secs-vague-position-on-ftx-plan-says-investors-deserve-way-better/
2024-09-02,Bitcoin.com News,Qatar Unveils 2024 Digital Assets Framework,Negative,0.3493,4 stars,https://news.bitcoin.com/qatar-unveils-2024-digital-assets-framework/
2024-09-02,Bitcoin.com News,Russian Analyst Examines Post-Airdrop Performance of Hamster Kombat Token,Negative,0.3096,2 stars,https://news.bitcoin.com/russian-analyst-examines-post-airdrop-performance-of-hamster-kombat-token/
2024-09-02,Bitcoin.com News,Google Trends Data Reveals Cooling Interest in Bitcoin Amid Market Uncertainty,Negative,0.4175,2 stars,https://news.bitcoin.com/google-trends-data-reveals-cooling-interest-in-bitcoin-amid-market-uncertainty/
2024-09-02,Bitcoin.com News,Why Betospin Is the Online Casino Everyone’s Talking About,Negative,0.3689,4 stars,https://news.bitcoin.com/why-betospin-is-the-online-casino-everyones-talking-about/
2024-09-02,Bitcoin.com News,Markets Bet Big on a 25bps Fed Rate Cut—Low Odds for a Bigger Reduction,Negative,0.3502,2 stars,https://news.bitcoin.com/markets-bet-big-on-a-25bps-fed-rate-cut-low-odds-for-a-bigger-reduction/
2024-09-02,Bitcoin.com News,Ethereum Still Holds the Lion’s Share of Defi TVL as Tron and Solana Rise,Negative,0.2329,4 stars,https://news.bitcoin.com/ethereum-still-holds-the-lions-share-of-defi-tvl-as-tron-and-solana-rise/
2024-09-02,Bitcoin.com News,SEC Warns FTX Over Legality of Crypto Asset Distribution in Chapter 11 Plan,Negative,0.3417,1 stars,https://news.bitcoin.com/sec-warns-ftx-over-legality-of-crypto-asset-distribution-in-chapter-11-plan/
2024-09-03,Bitcoinist,Crypto Products Face $305 Million Weekly Outflows Amid Negative Market Sentiment – Report,Negative,0.3626,1 stars,https://bitcoinist.com/crypto-products-face-305-million-weekly-outflows-amid-negative-market-sentiment-report/
2024-09-03,Bitcoinist,Elon Musk Hints At Dogecoin’s Return as Tesla Merchandise Payment After Court Win,Negative,0.2759,1 stars,https://bitcoinist.com/elon-musk-dogecoin-tesla/
2024-09-02,Bitcoinist,Cardano Chang Upgrade: Hoskinson States It Outshines Bitcoin,Negative,0.2745,4 stars,https://bitcoinist.com/cardano-chang-upgrade-places-it-ahead-of-bitcoin/
2024-09-02,Bitcoinist,RENDER Price Prediction: Render A.I Development and Upcoming Announcements,Negative,0.4052,4 stars,https://bitcoinist.com/render-price-prediction-render-a-i-development-and-upcoming-announcements/
2024-09-02,Bitcoinist,PEPE: Bearish Trends For Pepecoin Turn Investors Into Mpeppe (MPEPE) For More Profits,Negative,0.2823,2 stars,https://bitcoinist.com/pepe-bearish-trends-for-pepecoin-turn-investors-into-mpeppe-mpepe-for-more-profits/
2024-09-02,Bitcoinist,ICP Price Prediction: Internet Computer A.I Developments and Product Releases,Negative,0.3945,4 stars,https://bitcoinist.com/icp-price-prediction-internet-computer-a-i-developments-and-product-releases/
2024-09-02,Bitcoinist,Solana vs New Rival: Solana Faces Price Resistance As Competitors Make Moves,Negative,0.2952,4 stars,https://bitcoinist.com/solana-vs-new-rival-solana-faces-price-resistance-as-competitors-make-moves/
2024-09-02,Bitcoinist,Artificial Superintelligence Alliance Gains Momentum Within A.I Industry As New Gambling Token Takes Centre Stage,Negative,0.3413,4 stars,https://bitcoinist.com/artificial-superintelligence-alliance-gains-momentum-within-a-i-industry-as-new-gambling-token-takes-centre-stage/
2024-09-02,Bitcoinsistemi,"According to Data, These 3 Cryptocurrencies are Trending: These Are The Most Talked About",Negative,0.248,4 stars,https://en.bitcoinsistemi.com/according-to-data-these-3-cryptocurrencies-are-trending-these-are-the-most-talked-about/
2024-09-02,Bitcoinsistemi,Giant Layer 1 Blockchain Network Announces Decentralization with Hard Fork! Here Are the Details,Negative,0.3884,4 stars,https://en.bitcoinsistemi.com/giant-layer-1-blockchain-network-announces-decentralization-with-hard-fork-here-are-the-details/
2024-09-02,Bitcoinsistemi,Cryptocurrency Exchange OKX Announced That It Received a License from This Country That Wants to Become the Center of the Digital World!,Negative,0.2405,2 stars,https://en.bitcoinsistemi.com/cryptocurrency-exchange-okx-announced-that-it-received-a-license-from-this-country-that-wants-to-become-the-center-of-the-digital-world/
2024-09-02,Bitcoinsistemi,Unlucky Whale Gave Up On This Altcoin: Transferred Millions of Dollars to Binance,Positive,0.6241,1 stars,https://en.bitcoinsistemi.com/unlucky-whale-gave-up-on-this-altcoin-transferred-millions-of-dollars-to-binance/
2024-09-02,Bitcoinsistemi,Giant Whale Buys Three Altcoins in Half an Hour,Negative,0.4884,1 stars,https://en.bitcoinsistemi.com/giant-whale-buys-three-altcoins-in-half-an-hour/
2024-09-02,Bitcoinsistemi,What’s Happening with Memecoins? The 10 Biggest Memecoins Have Fallen Big in the Last Year: Why?,Negative,0.3859,2 stars,https://en.bitcoinsistemi.com/whats-happening-with-memecoins-the-10-biggest-memecoins-have-fallen-big-in-the-last-year-why/
2024-09-02,Bitcoinsistemi,"End of an Era: Altcoin Listed on Major Exchanges Decides to Shut Down, If Accepted, Its Token Will Also Be Canceled",Positive,0.5111,1 stars,https://en.bitcoinsistemi.com/end-of-an-era-altcoin-listed-on-major-exchanges-decides-to-shut-down-if-accepted-its-token-will-also-be-canceled/
2024-09-02,Bitcoinsistemi,"Claims of $100,000 in Bitcoin by the End of the Year: Here are the Comments",Negative,0.3546,2 stars,https://en.bitcoinsistemi.com/claims-of-100000-in-bitcoin-by-the-end-of-the-year-here-are-the-comments/
2024-09-02,Bitcoinsistemi,Ethereum Staking: Reap Maximum Rewards with CryptoBox,Negative,0.2664,4 stars,https://en.bitcoinsistemi.com/ethereum-staking-reap-maximum-rewards-with-cryptobox/
2024-09-02,Bitcoinsistemi,Bitcoin Price Statement from Santiment: “There is a Promising Sign”,Negative,0.3431,1 stars,https://en.bitcoinsistemi.com/bitcoin-price-statement-from-santiment-there-is-a-promising-sign/
2024-09-02,Bitcoinsistemi,Ethereum Price Had Its Worst Month in the Last Two Years: What to Expect for ETH Price in the Period Ahead? Here’s Analyst’s Opinion,Negative,0.4382,1 stars,https://en.bitcoinsistemi.com/ethereum-price-had-its-worst-month-in-the-last-two-years-what-to-expect-for-eth-price-in-the-period-ahead-heres-analysts-opinion/
2024-09-02,Bitcoinsistemi,A Big Cryptocurrency Step May Come From Japan: The Sector Has Been Demanding For A Long Time,Negative,0.2459,2 stars,https://en.bitcoinsistemi.com/a-big-cryptocurrency-step-may-come-from-japan-the-sector-has-been-demanding-for-a-long-time/
2024-09-02,Bitcoinsistemi,There is Serious Backlash About the Altcoin Relisted on Binance: Here’s Why,Negative,0.3607,2 stars,https://en.bitcoinsistemi.com/there-is-serious-backlash-about-the-altcoin-relisted-on-binance-heres-why/
2024-09-02,Bitcoinsistemi,"How Will FED Rate Cut Affect Bitcoin (BTC) Price? Bitfinex Analysts Make Dual Assessments, Warn About New Bottom!",Negative,0.3064,2 stars,https://en.bitcoinsistemi.com/how-will-fed-rate-cut-affect-bitcoin-btc-price-bitfinex-analysts-make-dual-assessments-warn-about-new-bottom/
2024-09-02,Bitcoinsistemi,Record Drop in Bitcoin Miners' Revenues! What Does It Mean? Is a New Selling Wave On The Way?,Negative,0.4503,1 stars,https://en.bitcoinsistemi.com/record-drop-in-bitcoin-miners-revenues-what-does-it-mean-is-a-new-selling-wave-on-the-way/
2024-09-02,Bitcoinsistemi,Will Bitcoin's Decline Continue? How Will FED Interest Rate Cuts Affect the Price? Two Major Analysts Speak!,Negative,0.3892,2 stars,https://en.bitcoinsistemi.com/will-bitcoins-decline-continue-how-will-fed-interest-rate-cuts-affect-the-price-two-major-analysts-speak/
2024-09-02,Bitcoinsistemi,How Far Can Bitcoin (BTC) Price Fall? QCP Capital Announces September Expectations!,Negative,0.4954,1 stars,https://en.bitcoinsistemi.com/how-far-can-bitcoin-btc-price-fall-qcp-capital-announces-september-expectations/
2024-09-02,Bitcoinsistemi,Famous Billionaire Raoul Pal Reveals Incredible Bullish Prediction for Bitcoin (BTC) and Solana (SOL)!,Negative,0.3535,2 stars,https://en.bitcoinsistemi.com/famous-billionaire-raoul-pal-reveals-incredible-bullish-prediction-for-bitcoin-btc-and-solana-sol/
2024-09-02,Bitcoinsistemi,Bitcoin (BTC) Could Make History in September! Analyst Explains Expectations!,Negative,0.3695,2 stars,https://en.bitcoinsistemi.com/bitcoin-btc-could-make-history-in-september-analyst-explains-expectations/
2024-09-02,Bitcoinsistemi,Ethereum Founder Vitalik Buterin Published an Article Concerning the IT and Cryptography Industry!,Negative,0.2958,3 stars,https://en.bitcoinsistemi.com/ethereum-founder-vitalik-buterin-published-an-article-concerning-the-it-and-cryptography-industry/
2024-09-02,Bitdegree,Vitalik Buterin Shuts Down Rumors of Profiting from Ether Sales,Negative,0.3981,1 stars,https://www.bitdegree.org/crypto/news/vitalik-buterin-shuts-down-rumors-of-profiting-from-ether-sales
2024-09-02,Bitdegree,Cardano's Decentralized Governance Begins with Successful Chang Hard Fork,Negative,0.4503,4 stars,https://www.bitdegree.org/crypto/news/cardanos-decentralized-governance-begins-with-successful-chang-hard-fork
2024-09-02,Bitdegree,Brazil Shuts Down X After Elon Musk Defies Court Orders,Positive,0.5469,1 stars,https://www.bitdegree.org/crypto/news/brazil-shuts-down-x-after-elon-musk-defies-court-orders
2024-08-30,Bitdegree,Crypto Scammer's $16K Makeover Fails to Prevent Arrest in South Korea,Positive,0.8548,1 stars,https://www.bitdegree.org/crypto/news/crypto-scammers-16k-makeover-fails-to-prevent-arrest-in-south-korea
2024-08-30,Bitdegree,Apple and Nvidia Might Join OpenAI's Billion-Dollar Funding Round,Negative,0.2285,4 stars,https://www.bitdegree.org/crypto/news/apple-and-nvidia-might-join-openais-billion-dollar-funding-round
2024-08-30,Bitdegree,"El Salvador's Bitcoin Adoption Falls Short, President Bukele Admits",Negative,0.3063,1 stars,https://www.bitdegree.org/crypto/news/el-salvadors-bitcoin-adoption-falls-short-president-bukele-admits
2024-08-30,Bitdegree,Emmanuel Macron Denies Any Involvement in Pavel Durov's Visit to France,Negative,0.3876,1 stars,https://www.bitdegree.org/crypto/news/emmanuel-macron-denies-any-involvement-in-pavel-durovs-visit-to-france
2024-08-30,Bitdegree,Elon Musk and Tesla Triumph in Dogecoin Manipulation Case,Positive,0.5827,1 stars,https://www.bitdegree.org/crypto/news/elon-musk-and-tesla-triumph-in-dogecoin-manipulation-case
2024-08-29,Bitdegree,NFL Players Union Takes DraftKings to Court Over Failed NFT Deal,Negative,0.4861,1 stars,https://www.bitdegree.org/crypto/news/nfl-players-union-takes-draftkings-to-court-over-failed-nft-deal
2024-08-29,Bitdegree,"Viral DOGS Memecoin Causes TON Network Outages, Now Back to Normal",Negative,0.3662,1 stars,https://www.bitdegree.org/crypto/news/viral-dogs-memecoin-causes-ton-network-outages-now-back-to-normal
2024-08-29,Bitdegree,Kylian Mbappé X Account Hack Triggers $1M Crypto Loss for Investor,Positive,0.7339,1 stars,https://www.bitdegree.org/crypto/news/kylian-mbappe-x-account-hack-triggers-1m-crypto-loss-for-investor
2024-08-29,Bitdegree,Bitunix: Balancing Security and Flexibility in Crypto Derivatives Trading,Negative,0.394,4 stars,https://www.bitdegree.org/crypto/news/bitunix-balancing-security-and-flexibility-in-crypto-derivatives-trading
2024-08-29,Bitdegree,"Pavel Durov Out on Bail, Banned from Leaving France Over Criminal Charges",Negative,0.2795,2 stars,https://www.bitdegree.org/crypto/news/pavel-durov-out-on-bail-banned-from-leaving-france-over-criminal-charges
2024-08-28,Bitdegree,Trump Launches Fourth Collection of NFT Trading Cards,Negative,0.4516,5 stars,https://www.bitdegree.org/crypto/news/trump-launches-fourth-collection-of-nft-trading-cards
2024-08-28,Bitdegree,"Sky, Formerly Maker, Faces Backlash Over Freeze Feature in Rebranded Stablecoin",Negative,0.3076,3 stars,https://www.bitdegree.org/crypto/news/sky-formerly-maker-faces-backlash-over-freeze-feature-in-rebranded-stablecoin
2024-08-28,Bitdegree,TON Community Calls on France to Release Telegram's Pavel Durov,Negative,0.2346,1 stars,https://www.bitdegree.org/crypto/news/ton-community-calls-on-france-to-release-telegrams-pavel-durov
2024-08-28,Bitdegree,BitDegree New Mission: Master Mintlayer for a Chance to Win USDT,Negative,0.3709,4 stars,https://www.bitdegree.org/crypto/news/bitdegree-new-mission-master-mintlayer-for-a-chance-to-win-usdt
2024-08-26,Bitdegree,Unlocking Financial Wisdom with Mogaland: Where Gaming Meets Real-World Skills,Positive,0.5708,4 stars,https://www.bitdegree.org/crypto/news/unlocking-financial-wisdom-with-mogaland-where-gaming-meets-real-world-skills
2024-08-23,Bitdegree,Sony Group Introduces Soneium Blockchain,Negative,0.2903,4 stars,https://www.bitdegree.org/crypto/news/sony-group-introduces-soneium-blockchain
2024-08-23,Bitdegree,Ex-Binance CEO Changpeng Zhao Relocated to LA Facility Before Expected Release,Negative,0.3388,1 stars,https://www.bitdegree.org/crypto/news/ex-binance-ceo-changpeng-zhao-relocated-to-la-facility-before-expected-release
2024-08-23,Bitdegree,Former FTX Exec's Partner Charged with Illegal Campaign Funding,Positive,0.5429,1 stars,https://www.bitdegree.org/crypto/news/former-ftx-execs-partner-charged-with-illegal-campaign-funding
2024-08-22,Bitdegree,Government Employees in El Salvador to Receive Bitcoin Training,Negative,0.2629,4 stars,https://www.bitdegree.org/crypto/news/government-employees-in-el-salvador-to-receive-bitcoin-training
2024-08-22,Bitdegree,Tron's New Memecoin Launchpad Sun Pump Outpaces Pump.fun,Negative,0.4726,4 stars,https://www.bitdegree.org/crypto/news/trons-new-memecoin-launchpad-sun-pump-outpaces-pump-fun
2024-08-22,Bitdegree,"McDonald's Instagram Hacked to Promote Fake Memecoin, $700K Stolen",Positive,0.7091,1 stars,https://www.bitdegree.org/crypto/news/mcdonalds-instagram-hacked-to-promote-fake-memecoin-700k-stolen
2024-08-22,Bitdegree,Will RFK Jr. Drop Out? Odds Surge as August 23 Speech Nears,Negative,0.3447,2 stars,https://www.bitdegree.org/crypto/news/will-rfk-jr-drop-out-odds-surge-as-august-23-speech-nears
2024-08-21,Bitdegree,Binance and CZ Accused of Aiding Money Laundering in Class-Action Lawsuit,Negative,0.3233,1 stars,https://www.bitdegree.org/crypto/news/binance-and-cz-accused-of-aiding-money-laundering-in-class-action-lawsuit
2024-08-21,Bitdegree,German Authorities Shut Down Unlicensed Crypto ATMs Nationwide,Positive,0.6272,1 stars,https://www.bitdegree.org/crypto/news/german-authorities-shut-down-unlicensed-crypto-atms-nationwide
2024-08-26,Bitdegree,"Mintlayer: Developing an Interoperable, Bitcoin-Enhancing Sidechain",Negative,0.3642,4 stars,https://www.bitdegree.org/crypto/news/mintlayer-developing-an-interoperable-bitcoin-enhancing-sidechain
2024-08-21,Bitdegree,Donald Trump Hints at Cabinet Role for Elon Musk if Elected,Negative,0.2875,3 stars,https://www.bitdegree.org/crypto/news/donald-trump-hints-at-cabinet-role-for-elon-musk-if-elected
2024-08-21,Bitdegree,VanEck Analyst Points to 2018 Fraud Case as Hope for Solana ETF,Negative,0.3404,1 stars,https://www.bitdegree.org/crypto/news/vaneck-analyst-points-to-2018-fraud-case-as-hope-for-solana-etf
2024-08-20,Bitdegree,Top Dem Donor Ron Conway Cuts Ties with Crypto PACs Over Unapproved $12M Pledge,Negative,0.2893,1 stars,https://www.bitdegree.org/crypto/news/top-dem-donor-ron-conway-cuts-ties-with-crypto-pacs-over-unapproved-12m-pledge
2024-08-20,Bitdegree,"Tether Expands to Aptos Blockchain, Cutting USDT Transaction Costs",Negative,0.2952,4 stars,https://www.bitdegree.org/crypto/news/tether-expands-to-aptos-blockchain-cutting-usdt-transaction-costs
2024-08-20,Bitdegree,Crypto Surge in LATAM: Trading Levels Predicted to More Than Double,Negative,0.3209,5 stars,https://www.bitdegree.org/crypto/news/crypto-surge-in-latam-trading-levels-predicted-to-more-than-double
2024-08-20,Bitdegree,US Considers Extending Fiat Reporting Rules to Crypto Transactions,Negative,0.2384,1 stars,https://www.bitdegree.org/crypto/news/us-considers-extending-fiat-reporting-rules-to-crypto-transactions
2024-08-19,Bitdegree,Shaquille O'Neal Dodges Some Claims in Astrals NFT Lawsuit,Negative,0.3078,1 stars,https://www.bitdegree.org/crypto/news/shaquille-oneal-dodges-some-claims-in-astrals-nft-lawsuit
2024-08-19,Bitdegree,Man Accused of Kidnapping Two in Attempt to Recover BitConnect Losses,Negative,0.2342,4 stars,https://www.bitdegree.org/crypto/news/man-accused-of-kidnapping-two-in-attempt-to-recover-bitconnect-losses
2024-08-19,Bitdegree,Florida Woman Sues Google Over $5 Million Crypto Scam on Play Store,Negative,0.4338,1 stars,https://www.bitdegree.org/crypto/news/florida-woman-sues-google-over-5-million-crypto-scam-on-play-store
2024-08-19,Bitdegree,Nigeria's Tax Overhaul: New Bill to Regulate Crypto,Negative,0.2848,3 stars,https://www.bitdegree.org/crypto/news/nigerias-tax-overhaul-new-bill-to-regulate-crypto
2024-08-18,Bitdegree,Faith Meets Fintech: Colorado Church Tokenizes $2.5M Chapel,Negative,0.2876,1 stars,https://www.bitdegree.org/crypto/news/faith-meets-fintech-colorado-church-tokenizes-2-5m-chapel
2024-08-16,Bitdegree,Californian Regulator Nets $20M Settlement From Former Crypto Bank Silvergate,Negative,0.4341,1 stars,https://www.bitdegree.org/crypto/news/californian-regulator-nets-20m-settlement-from-former-crypto-bank-silvergate
2024-08-16,Bitdegree,Vitalik Buterin Donates $500K in Memecoins to Animal Charity,Negative,0.2636,1 stars,https://www.bitdegree.org/crypto/news/vitalik-buterin-donates-500k-in-memecoins-to-animal-charity
2024-08-16,Bitdegree,ZachXBT Exposes North Korean Dev Network Making Half a Million Dollars Monthly,Negative,0.216,5 stars,https://www.bitdegree.org/crypto/news/zachxbt-exposes-north-korean-dev-network-making-half-a-million-dollars-monthly
2024-08-16,Bitdegree,Binance Makes a Comeback in India After Regulatory Setback,Negative,0.4605,1 stars,https://www.bitdegree.org/crypto/news/binance-makes-a-comeback-in-india-after-regulatory-setback
2024-08-15,Bitdegree,Floki and Nottingham Forest Unite for Premier League Season,Negative,0.2403,1 stars,https://www.bitdegree.org/crypto/news/floki-and-nottingham-forest-unite-for-premier-league-season
2024-08-14,Bitdegree,UEFA Champions League Announces Crypto.com as New Global Partner,Negative,0.2662,4 stars,https://www.bitdegree.org/crypto/news/uefa-champions-league-announces-crypto-com-as-new-global-partner
2024-08-14,Bitdegree,Canadian Crypto Exchange Founder Caught Gambling with $9.5M of User Funds,Positive,0.5481,1 stars,https://www.bitdegree.org/crypto/news/canadian-crypto-exchange-and-founder-caught-gambling-with-9-5m-of-user-funds
2024-08-14,Bitdegree,Vice President Kamala Harris Might Continue Strict Crypto Regulations,Negative,0.301,4 stars,https://www.bitdegree.org/crypto/news/vice-president-kamala-harris-might-continue-strict-crypto-regulations
2024-08-14,Bitdegree,"Coinbase's ""cbBTC"" Teaser Fuels Rumors of New Wrapped Bitcoin Token",Negative,0.4653,1 stars,https://www.bitdegree.org/crypto/news/coinbases-cbbtc-teaser-fuels-rumors-of-new-wrapped-bitcoin-token
2024-08-13,Bitdegree,Yilport's $1.6B Investment Sparks New Hope for Bitcoin City in El Salvador,Negative,0.2949,5 stars,https://www.bitdegree.org/crypto/news/yilports-1-6b-investment-sparks-new-hope-for-bitcoin-city-in-el-salvador
2024-08-13,Bitdegree,Health Emergency for Detained Binance Exec Tigran Gambaryan: Surgeries Needed,Negative,0.3781,1 stars,https://www.bitdegree.org/crypto/news/health-emergency-for-detained-binance-exec-tigran-gambaryan-surgeries-needed
2024-09-03,Brave New Coin,24 Best Crypto Presales for September 2024 [Complete List] Moonshot,Negative,0.2529,2 stars,https://bravenewcoin.com/insights/24-best-crypto-presales-for-september-2024-complete-list-moonshot
2024-09-03,Brave New Coin,Top 12 AI Crypto Coins (Artificial Intelligence Cryptocurrencies) September 2024,Negative,0.2616,2 stars,https://bravenewcoin.com/insights/top-12-ai-crypto-coins-artificial-intelligence-cryptocurrencies-september-2024
2024-09-03,Brave New Coin,Best Altcoins to Invest in Now to Before the 2025 Crypto Bull Run [List],Negative,0.2916,4 stars,https://bravenewcoin.com/insights/best-altcoins-to-invest-in-now-to-before-the-2025-crypto-bull-run-list
2024-09-03,Brave New Coin,"Best Crypto Presales for 2025 and Beyond [Moonshot Crypto Presale List] with JetBolt, Pepe Unchained, EarthMeta and more",Negative,0.2913,2 stars,https://bravenewcoin.com/insights/best-crypto-presales-for-2025-and-beyond-moonshot-crypto-presale-list-with-jetbolt-pepe-unchained-earthmeta-and-more
2024-09-02,Brave New Coin,Bitcoin Reverses Recent Gains At Start of Bearish September,Negative,0.2873,2 stars,https://bravenewcoin.com/insights/bitcoin-reverses-recent-gains-at-start-of-bearish-september
2024-09-02,Brave New Coin,Is It Smart to Buy Memecoins Right Now? History Has a Clear Answer,Negative,0.2288,4 stars,https://bravenewcoin.com/insights/is-it-smart-to-buy-memecoins-right-now-history-has-a-clear-answer
2024-09-02,Brave New Coin,Top 5 Memecoins to Buy in September Before Next Bull Run Ignites,Negative,0.2474,4 stars,https://bravenewcoin.com/insights/top-5-memecoins-to-buy-in-september-before-next-bull-run-ignites
2024-09-02,Brave New Coin,Best-performing Altcoins With Potential for Huge Gains in 2024 Bull Run,Negative,0.2744,4 stars,https://bravenewcoin.com/insights/best-performing-altcoins-with-potential-for-huge-gains-in-2024-bull-run
2024-09-02,Brave New Coin,A $50 Billion Passive Income Investment Opportunity Is Hiding in Plain Sight (and It’s Easier to Access Than You Think) – Top 5 Memecoin to Turn $100 in a $10 Million Portfolio,Negative,0.2249,4 stars,https://bravenewcoin.com/insights/a-50-billion-passive-income-investment-opportunity-is-hiding-in-plain-sight-and-its-easier-to-access-than-you-think-top-5-memecoin-to-turn-100-in-a-10-million-portfolio
2024-09-02,Brave New Coin,How to Make Your $100 Into an Empire in 5 Steps – Top 5 RWA Altcoins to Build a $5 Million Portfolio,Negative,0.2564,4 stars,https://bravenewcoin.com/insights/how-to-make-your-100-into-an-empire-in-5-steps-top-5-rwa-altcoins-to-build-a-5-million-portfolio
2024-09-02,Coincodecap,Qatar Unveils New Digital Asset Regulatory Framework,Negative,0.2375,2 stars,https://coincodecap.com/qatar-unveils-new-digital-asset-regulatory-framework?utm_source=rss&utm_medium=rss&utm_campaign=qatar-unveils-new-digital-asset-regulatory-framework
2024-09-02,Coincodecap,Top 5 crypto Margin trading exchanges | Trading on Margin,Negative,0.2437,2 stars,https://coincodecap.com/crypto-margin-trading-exchanges?utm_source=rss&utm_medium=rss&utm_campaign=crypto-margin-trading-exchanges
2024-09-02,Coincodecap,BIS Proposes Unified Ledger for Tokenized Asset,Negative,0.2579,4 stars,https://coincodecap.com/bis-proposes-unified-ledger-for-tokenized-asset?utm_source=rss&utm_medium=rss&utm_campaign=bis-proposes-unified-ledger-for-tokenized-asset
2024-09-02,Coincodecap,Colodax Review | Read this Before Signing Up on the Indian Exchange,Negative,0.3104,4 stars,https://coincodecap.com/colodax-review?utm_source=rss&utm_medium=rss&utm_campaign=colodax-review
2024-09-02,Coincodecap,Top 10 Best Warehouse Management Software Systems,Negative,0.4947,5 stars,https://coincodecap.com/top-10-best-warehouse-management-software-systems?utm_source=rss&utm_medium=rss&utm_campaign=top-10-best-warehouse-management-software-systems
2024-09-02,Coincodecap,8 Best Solana DEX Platform,Negative,0.3933,4 stars,https://coincodecap.com/8-best-solana-dex-platform?utm_source=rss&utm_medium=rss&utm_campaign=8-best-solana-dex-platform
2024-09-02,Coincodecap,Creative and Modern Uses of Cryptocurrencies For the Modern Age,Negative,0.4402,4 stars,https://coincodecap.com/creative-and-modern-uses-of-cryptocurrencies-for-the-modern-age?utm_source=rss&utm_medium=rss&utm_campaign=creative-and-modern-uses-of-cryptocurrencies-for-the-modern-age
